scorer,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila,Hamila
bodyparts,earr,earr,earl,earl,eyer,eyer,eyel,eyel,nose,nose,throat,throat,elbowr,elbowr,elbowl,elbowl,handr,handr,handl,handl,tailbase,tailbase,tailtip,tailtip,kneer,kneer,kneel,kneel,ankler,ankler,anklel,anklel
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/p1/img000.png,779.173075568952,328.3621874587767,1087.1377911559007,312.1535182173584,917.6835218137996,432.9817798352043,1047.3528757451465,430.0347490640373,1000.200383406475,508.1310644999621,879.372121788629,558.2305876098008,801.2758063527042,624.5387799610577,927.9981295128841,620.1182338043072,821.9050217508731,877.9834262814175,883.7926679453795,823.4633570148284,524.2549138630087,430.0347490640373,,,485.943513837838,634.8533876601421,656.8712985655225,708.5291569393164,516.8873369350912,861.774757039999,,
labeled-data/p1/img001.png,776.11767578125,348.30169677734375,1078.478515625,325.1809997558594,915.7734985351562,450.470703125,1042.5283203125,448.8848571777344,1000.043212890625,524.1786499023438,873.4274291992188,570.4061889648438,788.0364379882812,642.4051513671875,919.5001831054688,615.6430053710938,810.0410766601562,886.56298828125,908.8540649414062,831.8588256835938,521.6905517578125,438.31024169921875,311.1793212890625,824.0042114257812,476.599365234375,650.4384155273438,643.433837890625,725.3397827148438,500.8858337402344,864.8473510742188,,
labeled-data/p1/img002.png,765.5812377929688,356.2196960449219,1078.9105224609375,329.0253601074219,914.734619140625,457.8589172363281,1040.2470703125,455.8345947265625,999.7733154296875,532.0673828125,877.25,578.5577392578125,780.636962890625,642.8974609375,920.76611328125,623.3340454101562,799.3283081054688,885.8206176757812,940.7194213867188,829.5375366210938,528.995361328125,430.0583801269531,293.3177185058594,822.159912109375,470.62664794921875,647.8910522460938,636.4666748046875,720.2402954101562,485.52349853515625,863.7874755859375,,
labeled-data/p1/img004.png,756.1682739257812,371.6387939453125,1076.3343505859375,345.6712341308594,913.752197265625,477.894775390625,1040.458251953125,476.3427429199219,1001.5352172851562,553.3504638671875,881.6260986328125,594.6370849609375,763.7745361328125,648.6966552734375,,,774.6597900390625,883.7710571289062,1043.13818359375,816.4393920898438,580.8128662109375,403.36273193359375,257.4961242675781,816.607666015625,458.4902038574219,645.8020629882812,,,458.80706787109375,862.7003173828125,,
labeled-data/p1/img005.png,755.2957763671875,372.7875061035156,1084.363037109375,336.11513707607025,913.37939453125,468.679931640625,1042.5736083984375,462.07159423828125,1007.7313232421875,540.2581176757812,872.9931640625,581.8484497070312,751.14990234375,649.6166381835938,,,757.3128051757812,882.124267578125,1060.79248046875,834.463623046875,563.5345458984375,402.3434143066406,247.4288787841797,809.7940673828125,446.0269470214844,645.3273315429688,617.8819580078125,719.9874877929688,435.50421142578125,853.3881225585938,,
labeled-data/p1/img006.png,756.6492309570312,373.91107177734375,1092.489990234375,334.7123718261719,918.5817260742188,467.50140380859375,1048.7237548828125,456.02484130859375,1014.4039916992188,535.9717407226562,871.6997680664062,576.0244750976562,744.2555541992188,651.5961303710938,,,742.0923461914062,882.6615600585938,1091.4539547208044,829.7988661753756,546.7496337890625,402.6530456542969,230.04159545898438,809.3275756835938,438.2082824707031,634.7962646484375,606.650146484375,718.1470336914062,420.4710388183594,848.5380249023438,,
labeled-data/p1/img007.png,760.8963012695312,360.5372314453125,1100.223876953125,334.0192565917969,916.55712890625,456.3713073730469,1051.246337890625,447.55792236328125,1015.5299682617188,528.7015380859375,870.7250366210938,572.725830078125,735.8188476562502,647.6442393532113,,,724.757568359375,883.0507202148438,1118.0303955078125,848.717359470399,537.9661865234375,399.1148376464844,223.666015625,810.0679931640625,431.2976379394531,622.4671630859375,592.1416015625,719.8800659179688,405.2003558656593,827.121343250432,,
labeled-data/p1/img009.png,771.140625,345.5406494140625,1109.9014892578125,338.9051208496094,919.4020385742188,448.2164001464844,1056.9854736328125,444.52545166015625,1018.4319458007812,524.6791381835938,876.5451049804688,566.331298828125,726.5687255859375,655.4197387695312,1020.6945737044923,636.0760198188364,693.7886962890625,879.8255004882812,1133.868896484375,859.8915405273438,519.6029052734375,388.7765197753906,229.62481689453125,820.5376586914062,435.8796081542969,585.5914306640625,568.0629272460938,712.0551147460938,416.71518176168854,803.2962797140325,,
